alpha,Cd,Cl
-9.98364463025868,0.0841859032388997,-0.420304375592887
-9.74672815492012,0.0794144300512137,-0.488756285006829
-9.49496860243468,0.0715441600528335,-0.649935513911621
-9.25950305151568,0.0713544970088244,-0.590033425586527
-8.98889128702782,0.0680158559675507,-0.632449363065734
-8.77140824737676,0.0606343633783261,-0.591056174121735
-8.5070407955847,0.0532646653101312,-0.561278425725405
-8.22565572648871,0.057183743311387,-0.702147973500732
-8.02108124628073,0.0556725265395419,-0.627846222949633
-7.753823684185,0.0534573005374717,-0.685780369211241
-7.52684560028123,0.0416270095326068,-0.774805728789677
-7.23402123988707,0.0440895482508871,-0.61020881943999
-7.02054644464388,0.0419057608748495,-0.636834257358318
-6.75567428868966,0.0350567970734607,-0.672815805639414
-6.49729776481098,0.0341747595133323,-0.620020913162138
-6.21961760511241,0.0269928278987659,-0.690110924008629
-5.99675549217304,0.0272160821666153,-0.55541304091397
-5.77135280682208,0.0294835825232059,-0.495294813555649
-5.53397834820204,0.0216800884982302,-0.513037974702828
-5.24559411968098,0.0241586419677279,-0.480901641816934
-4.98391685231639,0.0202950205946242,-0.47578066981913
-4.7605663513451,0.022153708339054,-0.43101465006136
-4.49890784859399,0.0239936942598685,-0.50243680612938
-4.21354298537169,0.0195422922334223,-0.40481890589475
-3.9821367779416,0.0182335188092734,-0.448217778871545
-3.76743120082441,0.0144128912908933,-0.357548984788883
-3.50215636216024,0.0183371180358962,-0.322609435517767
-3.24572000104783,0.0152345991766802,-0.302257524061319
-3.0096689932058,0.0138255891383249,-0.322242561703522
-2.73246285312324,0.0159932647852713,-0.210918905361572
-2.5129449577811,0.0144491792300949,-0.167591238972898
-2.24308870896449,0.0157708642418156,-0.217611506194957
-1.97701969053104,0.010784843728234,-0.123479468645548
-1.74942388825722,0.0103141184684022,-0.0150854448388658
-1.47953258502806,0.00913616478057393,-0.0617786542147537
-1.27380648609963,0.00880353153340934,-0.0358343537650106
-0.987796999052476,0.0101002871837523,0.00402036279069956
-0.750446230358509,0.0105316440626142,0.0273634388802318
-0.493512276459642,0.0122115075611248,0.17755863095907
-0.218784525886786,0.0122288847643207,0.187842254291708
0.00990689584161937,0.00735373062270251,0.265976318837381
0.240569784309385,0.0118248724668304,0.233468048921069
0.53877766498886,0.00761548879384206,0.352553175644512
0.744164197984054,0.0113416276162309,0.314680470228876
0.982642014852183,0.0112840589939716,0.355073356957337
1.26097625242608,0.00959928846085107,0.289120903051042
1.46911527788022,0.00710654650197027,0.443606456812203
1.71423996859953,0.012403305015466,0.43174556583724
1.9840394554068,0.00784546330343374,0.472480941416953
2.27299204445238,0.0103407333436217,0.577918844970934
2.51351482023564,0.0146543554062577,0.477041595906548
2.70105887661996,0.0114174062933573,0.520430508142149
2.95408051038216,0.0134283799347805,0.553169700405936
3.24515173889179,0.0153495585769085,0.625966240438092
3.49686805618835,0.0173003001678977,0.679846495007683
3.73413489931184,0.0147899984784135,0.6419090243268
3.96893579203723,0.0148368154101897,0.643217635512404
4.26325761418692,0.0159445501064261,0.551106252716743
4.50729244480401,0.0118661876953771,0.690302050759562
4.74315988073694,0.00709424053035479,0.67227897202597
4.99815569073608,0.0106438167381494,0.743268219209572
5.25686243054751,0.0156641803772498,0.828552507247494
5.49522247138525,0.0132105292935074,0.707570205931552
5.74467378414213,0.0113543252206567,0.714236602304899
6.02848564885253,0.015932195617953,0.877142909545942
6.24966803046021,0.0148466024298685,0.84004196806427
6.53206588967345,0.0206768430129908,0.931120150548724
