alpha,Cd,Cl
6.69176687712457,0.0152630096336503,0.795734227677671
7.01049188889838,0.0195493758148238,0.927516567721659
7.28188102992283,0.0234778153553657,0.988209691742692
7.51915163340178,0.0233670146147786,0.991129897148005
7.75241610399809,0.0200525754106095,1.01448751831134
7.98345570556263,0.0231600572693915,0.947230087049141
8.27641568760935,0.019922990061058,1.00511609452582
8.49747209126315,0.020810722779939,0.955738611438951
8.72085964745045,0.0205468128449676,1.08480245526457
9.00362637653515,0.0178756419226667,1.14902509304708
9.23991089071188,0.0246056655884557,1.08906081965702
9.51884256713392,0.0257483427473115,1.04515228694995
9.7361063641716,0.024518502169795,1.18465070715913
10.0099026991862,0.0231194505927361,1.15071424315698
10.2192870907903,0.0220003361052098,1.1357867815214
10.4894917642865,0.023958047339133,1.20776964631858
10.755030139355,0.0230257521988197,1.20946932795733
10.9742670702927,0.0254861924681362,1.23246986737908
11.2409656213874,0.0273383592778823,1.25554671294136
11.5186485774306,0.0275950766391533,1.16572810394086
11.7232321851554,0.0252654904287566,1.26857166893274
11.9961923884879,0.0289316399132934,1.30019807229186
12.2503843550905,0.0337070405745552,1.34058028383395
12.4878873483848,0.0233635456195295,1.34908461104194
12.7412460815764,0.0276395231071538,1.26683946160529
12.9880106799546,0.0337192506581272,1.2322804161295
13.2536276973472,0.0302126496929444,1.14827031953492
13.5326689264203,0.0351682516415757,1.357623321347
13.7519642931665,0.0417900392200509,1.25613964015898
13.9920628260609,0.0432487781264446,1.26244765867835
14.2358484883104,0.0477589591070278,1.26223936827932
14.4806795284544,0.0471962899813619,1.37091662267816
14.7731851328297,0.0501800096597323,1.30543464558721
15.0210874539495,0.0541984208392364,1.30448638000384
15.2472082862606,0.0620606579774273,1.2866035798704
15.4882271145865,0.0628205968851829,1.38656040931859
15.7407628239665,0.0705571348507981,1.38271897139201
16.0292912462204,0.0720137643657381,1.26663936907533
16.2738201681679,0.0765315587807241,1.20314643621855
16.4847299811604,0.0862095576492765,1.2809312118811
16.7572787735317,0.0870597225991815,1.17463651485969
17.0067836505671,0.0908822708006814,1.24257337897852
17.2462119119584,0.0923805519114632,1.21570707080512
17.5070504454905,0.0978227481576494,1.24602044158019
17.7413494627068,0.107372220062201,1.18799669482963
18.0111962664616,0.11015723626386,1.16988440772689
18.2379096658473,0.130521863451375,1.09632664120508
18.4908317006997,0.142071338046924,1.09548723974406
