alpha,Cd,Cl
0.746644893188839,0.00630522489227553,0.0746497908458332
0.986237406865972,0.0117582233868125,0.0678836984229212
1.20983845660388,0.013044505269647,0.180102226998693
1.48910225764026,0.0112827753754444,0.0633691518748938
1.72852590230403,0.0132262939678819,0.238517154023065
1.9646352158106,0.00642465194995979,0.269822868357926
2.25926902352953,0.00818665729087816,0.320902145523581
2.48273137497146,0.0148225165252156,0.25460099347234
2.76397640603109,0.0206012790768462,0.379867856825243
2.99128526150585,0.0199788613085803,0.426382443769543
3.24447980931694,0.00428051203370785,0.468306429190826
3.50097860447837,0.0134194627956116,0.459174882370986
3.73842004934405,0.00942291755325668,0.486279354363437
3.99096119855461,0.0150064718730175,0.498404069044841
4.25878550217066,0.0166255165478877,0.581060556396903
4.52666031856532,0.0128907044457515,0.555084341323101
4.74046383817873,0.0200133711523541,0.663231485923051
4.9885387413812,0.014237921825466,0.550393661872177
5.25534909194281,0.0220742018337654,0.67606872279452
5.52741024951057,0.0191320236860266,0.60855072874948
5.76610353711571,0.0107578170856588,0.662405392540916
5.98713040258683,0.0167083270613783,0.693160662536695
6.24296865299918,0.0131907745068351,0.69545460875256
6.48016128484022,0.0192378417454036,0.723706826079836
6.76020265217979,0.0163872045978798,0.750574064996207
6.98257563706597,0.0169145874959505,0.785040856983855
7.24293804665926,0.0225775454309739,0.813265238134233
7.48891716939241,0.0155020545188381,0.796175565519071
7.79354513289304,0.0216431747628825,0.894479722166716
8.00574322589615,0.012456117725918,0.914606871016948
8.27792498894227,0.0222472530381271,0.836601137284216
8.49034376397513,0.0164725952833932,0.902052591741318
8.77804120026062,0.0275834976163919,0.944867374610315
9.00191809290154,0.0244487716158185,0.917759400137767
9.25594879104206,0.0278728495889828,0.918894675541765
9.4903934747692,0.0282294163725333,1.01274051625813
9.75249977952567,0.0331045167326918,1.05934061073092
10.0177363899136,0.0232535850083481,1.1183274905254
10.2545153390828,0.0308800462679856,1.10000998491442
10.4875553610161,0.031422015329819,1.09206172105672
10.7335666902943,0.030189909811626,1.12657509134056
11.001043706044,0.0284947010477764,1.14208065777635
11.2593753013975,0.0329593082823659,1.08968685521118
11.4937587470837,0.034466744220487,1.21319209816313
11.7659524884088,0.0331791915857033,1.10850713291402
12.0166646415379,0.0394343693066712,1.1799857093956
12.248319795288,0.0401529175488825,1.16367106720217
12.4918114842724,0.0428723835915303,1.09381732998801
12.7480315327729,0.0325095856237122,1.10803248831382
13.0143076504293,0.0460006475878712,1.1703246108781
13.2675895696946,0.0445380703811275,1.18184480729106
13.4978933424893,0.0542824126492596,1.19812020924849
13.6989054720385,0.0429160581111173,1.23857241072313
14.0262865531976,0.0503952723844854,1.21043114597731
14.2804433918265,0.0503668868860682,1.19957881059593
14.5247447744385,0.0596586342961887,0.99332873096231
14.7333533950517,0.0814205462151167,1.11369468315712
