alpha,Cd,Cl
10.7902911984233,0.0314666838025745,1.33548720547527
10.984886341228,0.0309195062012753,1.43415588554688
11.2708400738384,0.0343390036602866,1.39168691586573
11.5372185380497,0.0316392514037603,1.41360792299847
11.7722517145301,0.0346957903476519,1.35319407549204
11.9823544760653,0.0405778255889613,1.42708553085912
12.2304243780262,0.0375919501784501,1.27711655369337
12.4552819887196,0.0439712074159117,1.36801406873819
12.7392587501051,0.0478632631577067,1.38059391869202
13.016246946171,0.0450202128629543,1.31560415066551
13.2703677064238,0.0470899669751091,1.36997352406938
13.5334824974365,0.0528705853141512,1.38831463525687
13.7420845728852,0.0509512739464346,1.31689119663726
13.9884749435997,0.0562915277847887,1.377680706489
14.2642040027104,0.0575637662469916,1.28591326755597
14.5105803051222,0.0593204615862926,1.4927142745224
14.7420134011047,0.0649620450764449,1.34774761970233
15.0065195855141,0.0727896177687466,1.4581837657178
15.2542028717404,0.0719131571054873,1.42649309348146
15.4891671501736,0.0760844489184577,1.45593869575076
15.7631749184533,0.0743918135085501,1.42472828362281
16.0012288442195,0.0806109981866682,1.39868948754672
16.2727033127386,0.0836888048998677,1.44532440405164
16.5144387047293,0.0850084401425314,1.36885321611822
16.7369969981241,0.0868847093299316,1.34676652039832
17.0291908459129,0.098028113505518,1.3367494489242
17.2462439025705,0.104067599391912,1.39429402279441
17.4736601633401,0.10308112368748,1.45076568740696
17.7318898917089,0.111394595236695,1.38799785325941
18.0430864171702,0.1155138099157,1.38408918982418
18.2326917000088,0.116130323179843,1.38734317409976
18.4659728582885,0.120358863835956,1.35460451641976
18.7351154892028,0.125901907348423,1.32471825871757
18.9895820236943,0.132156515943249,1.42207495184238
