alpha,Cd,Cl
-11.0126600598534,0.0477246853250643,-0.688850912563786
-10.7812504982495,0.0407812801695787,-0.709143383811701
-10.4935122674606,0.0384507630499755,-0.68938035281435
-10.2324445214533,0.0350888475094881,-0.628607848278424
-9.98803543836215,0.0343097433691177,-0.572109158646193
-9.7655154709609,0.0313576210696027,-0.588838077538488
-9.53064043566007,0.0394846332771601,-0.630616547349602
-9.22464585825553,0.029328529546661,-0.56250580236428
-9.00842209135707,0.029456482047452,-0.513188259525765
-8.74065204778232,0.0221201442851314,-0.582870701738435
-8.51419378596687,0.0268557013973122,-0.411175465338141
-8.25613963821745,0.0197772638532597,-0.390205836173316
-8.02153571932938,0.0184210384456913,-0.39367272911808
-7.75933213929522,0.0181103650114466,-0.425339691493793
-7.47958751848776,0.0163047463973646,-0.39952949513968
-7.24301704295259,0.0191011628363787,-0.315780056186299
-6.96939706805898,0.0191353891111453,-0.24746614940365
-6.71783606634673,0.0195578491575818,-0.282238971258065
-6.51034285772559,0.0215406905288305,-0.269021244700659
-6.22226040498967,0.014241129871118,-0.200824269446203
-6.00132008561449,0.0181182839779721,-0.193692372872461
-5.73308654498388,0.0212313626583686,-0.176702628477602
-5.51945657908977,0.0196085358473759,-0.140444770685328
-5.24562611126889,0.0146976456072072,-0.12743492183276
-5.00292341589239,0.014102821252421,-0.0694140255021192
-4.77887191444516,0.0175529655632867,-0.0722143255560121
-4.50545523244598,0.0168493953706585,-0.000829835522572514
-4.28516326744294,0.0156407686130927,0.0202390836987311
-3.96743527997166,0.0110647331054781,0.0672735252600607
-3.75555037000075,0.013178934279486,0.0501974837123142
-3.49183929481594,0.0124647086038374,0.0605058415315719
-3.23549412533807,0.0127931987214779,0.207579062757681
-2.96287689626456,0.0146326435479699,0.171218963424482
-2.75289918044784,0.0165562638436756,0.101060942192621
-2.24004533761548,0.0112311945726795,0.302168874220822
-2.01601086104646,0.00492445035337605,0.305954026910245
-1.70063825490903,0.0149824421918711,0.207750854891187
-1.51781737015878,0.0164912859140189,0.269064156391575
-1.2866308574621,0.0157934475113857,0.33618195771904
-1.00710519767581,0.0125806614460867,0.434796878792379
-0.73831957653461,0.0125255604913429,0.427150236200573
-0.489217698467885,0.0133043181790472,0.321186302245129
-0.279567112664558,0.0132896469047997,0.36440010338091
0.0215589235054506,0.00686464209388281,0.385311895013802
0.247553960807182,0.00737392105093999,0.436018997432262
0.481358926125107,0.0126489580678952,0.506727426161768
0.747908852758867,0.0102898828529249,0.521730815337018
0.987637762949369,0.0103722833227332,0.650163202230916
1.24305860809041,0.0129975756204139,0.654420445427777
1.49774386312098,0.00733897462461636,0.622696129178046
1.74286665441634,0.0110190063486131,0.620726803516576
1.97966428652714,0.0115598743612529,0.745903959352681
2.25612020049914,0.0102646568049746,0.737399245204218
2.46738387499354,0.00426782285690847,0.783775497687112
2.77617543451109,0.0138096463966585,0.726875379482661
2.98556964704612,0.00986638146026528,0.754862633993333
3.4682886651044,0.0136752311247465,0.811974259026283
3.77912614048254,0.00936865179661547,0.879503404322891
4.02384244464305,0.0163043093346162,0.862539890889045
4.221578210685,0.00883864940586475,1.00453172001453
4.52976975648382,0.0106694069164794,0.91901809943188
4.73290253375263,0.0153641781395415,1.03683890048964
5.00965313452919,0.0094807578880497,0.95832480510699
5.26158786540894,0.0130739789351718,1.03329982729705
5.5114207833067,0.0129038811154195,1.01416630108652
5.73492544423601,0.0127387904125563,1.07851859931675
5.99247211780308,0.00816550592512742,1.05434063791378
6.25735357088996,0.013390430490299,0.996877741307319
6.48383744368895,0.0131360304261355,1.19301773211474
6.78804698560998,0.0171429722681571,1.28267331597879
6.99173855972724,0.0132687627082246,1.25710763652976
7.28839196107285,0.0166699210121701,1.17690010689345
7.48765187921296,0.0206387063931792,1.24890685083569
7.73785013901628,0.0178576072809011,1.20724601395226
7.99026792210314,0.0132663523132355,1.22323612245331
8.25311513395838,0.0201574622865268,1.20207729907704
8.50344966524878,0.0152770855332242,1.29980046081076
8.73801961304143,0.0227617960864701,1.32466563917062
8.99482996851076,0.0261945800973608,1.24351391459885
9.27518561542287,0.0168070025726988,1.25482288582129
9.51703240563904,0.0217157180612114,1.31490877436581
9.74986286077166,0.0231906395298281,1.31034398394815
10.2774133906633,0.0284517777316783,1.35294254304206
10.4885069187223,0.0233013775546222,1.27821120560221
